Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
766,20,3,75.0,14587,20,20,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,1,12,13,4,284.0,40,30,2,40,30,10,10,0,10,0,1498,1498,1,50,10,4,1506,0,0,1506,0,0,2,0,2,1,50,6,6,1,40,1,11,30,2,592,30,30,20,0,174,0,0,0,0,0,8,2008,6,5,264132
767,60,3,80.0,10421,20,30,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,1,42.0,30,30,1,40,30,10,60,394,10,0,586,980,1,30,10,4,980,734,0,1714,0,0,2,1,3,1,30,7,6,1,30,1,31,10,2,496,30,30,20,228,66,156,0,0,0,500,3,2010,8,4,196500
768,50,3,75.0,12508,20,20,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,3,0.0,30,30,1,40,30,20,50,660,10,0,323,983,1,50,10,4,983,767,0,1750,1,0,2,0,4,1,30,7,4,0,0,1,30,10,1,423,30,30,20,245,0,156,0,0,0,1300,7,2008,8,4,160000
769,20,3,70.0,9100,20,30,3,0,4,0,5,2,2,0,2,7,5,2004,2005,3,1,12,13,3,0.0,40,30,2,40,30,10,60,24,10,0,1836,1860,1,50,10,4,1836,0,0,1836,0,0,2,0,3,1,40,8,6,1,40,1,15,30,2,484,30,30,20,120,33,0,0,0,0,0,10,2006,8,4,216837
770,60,3,47.0,53504,20,10,1,0,1,1,22,2,2,0,5,8,5,2003,2003,3,1,5,15,1,603.0,50,30,2,40,30,40,50,1416,10,0,234,1650,1,50,10,4,1690,1589,0,3279,1,0,3,1,4,1,50,12,4,1,40,3,16,30,3,841,30,30,20,503,36,0,0,210,0,0,6,2010,8,4,538000
771,85,3,0.0,7252,20,20,3,0,1,0,19,2,2,0,6,5,5,1982,1982,3,1,13,14,3,0.0,30,30,1,40,30,30,60,685,10,0,173,858,1,30,10,4,858,0,0,858,1,0,1,0,2,1,30,5,6,0,0,5,36,10,2,576,30,30,20,120,0,0,0,0,0,0,4,2009,8,4,134900
772,20,3,67.0,8877,20,30,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,3,0.0,30,30,1,20,20,10,20,836,10,0,0,836,1,30,10,1,1220,0,0,1220,0,0,1,0,2,1,30,6,6,0,0,5,68,10,2,396,30,30,20,0,0,0,0,0,0,0,4,2006,0,4,102000
773,80,3,94.0,7819,20,30,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,1,9,10,3,0.0,30,30,1,30,30,30,50,422,40,127,480,1029,1,30,10,4,1117,0,0,1117,1,0,1,0,3,1,30,6,6,1,30,5,43,10,2,672,30,30,20,144,0,0,0,0,0,0,3,2010,8,0,107000
774,20,3,70.0,10150,20,30,3,0,4,0,12,1,2,0,2,5,5,1958,1958,1,1,13,14,3,1.0,30,30,1,30,30,10,30,456,10,0,456,912,1,50,10,0,912,0,0,912,0,0,1,0,2,1,30,5,6,0,0,1,61,20,1,275,30,30,20,0,0,0,0,0,0,0,7,2007,0,4,114500
775,20,3,110.0,14226,20,30,3,0,0,0,16,2,2,0,2,8,5,2006,2006,3,1,12,13,1,375.0,40,30,2,40,30,30,10,0,10,0,1935,1935,1,40,10,4,1973,0,0,1973,0,0,2,0,3,1,40,9,6,1,40,1,13,30,3,895,30,30,20,315,45,0,0,0,0,0,7,2007,6,5,395000
776,120,4,32.0,4500,20,30,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,1,320.0,30,30,2,50,30,10,60,866,10,0,338,1204,1,50,10,4,1204,0,0,1204,1,0,2,0,2,1,30,5,6,0,0,1,21,30,2,412,30,30,20,0,247,0,0,0,0,0,6,2009,8,4,162000
777,20,3,86.0,11210,20,20,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,240.0,40,30,2,40,30,30,60,20,10,0,1594,1614,1,50,10,4,1614,0,0,1614,0,0,2,0,3,1,40,7,6,0,0,1,14,20,3,865,30,30,20,144,59,0,0,0,0,0,7,2006,6,5,221500
778,20,3,100.0,13350,20,20,3,0,4,0,19,2,2,0,2,5,5,1974,1974,3,1,6,10,3,0.0,30,30,1,30,30,10,50,762,10,0,102,864,1,30,10,4,894,0,0,894,1,0,1,0,3,1,30,5,6,1,20,1,45,10,2,440,30,30,20,241,0,0,0,0,0,0,6,2006,8,4,142500
779,90,2,60.0,8400,20,30,3,0,4,0,20,1,2,2,2,5,5,1977,1977,1,1,9,10,1,320.0,30,30,3,0,0,0,0,0,0,0,0,0,1,30,10,4,2020,0,0,2020,0,0,2,0,4,2,30,10,6,2,30,5,42,10,2,630,30,30,20,0,0,0,0,0,0,0,10,2007,8,4,144000
780,90,3,78.0,10530,20,30,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,1,90.0,30,30,1,40,30,40,60,975,10,0,0,975,1,30,10,4,1004,0,0,1004,1,0,1,0,2,1,30,4,6,0,0,1,42,10,2,504,30,30,20,0,0,0,0,0,0,0,5,2006,8,4,135000
781,20,3,63.0,7875,20,30,3,0,4,0,8,2,2,0,2,7,5,1995,1996,1,1,6,6,1,38.0,30,30,2,40,40,10,10,0,10,0,1237,1237,1,40,10,4,1253,0,0,1253,0,0,2,0,3,1,30,6,6,1,30,1,24,30,2,402,30,30,20,220,21,0,0,0,0,0,6,2007,8,4,176000
782,60,3,65.0,7153,20,30,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,13,3,0.0,40,40,2,40,30,10,50,387,10,0,374,761,1,50,10,4,810,793,0,1603,0,0,2,1,3,1,40,7,6,0,0,1,27,20,2,484,30,30,20,0,124,0,0,0,0,0,7,2006,8,4,175900
783,20,3,67.0,16285,20,10,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,3,0.0,40,30,2,40,30,10,10,0,10,0,1413,1413,1,50,10,4,1430,0,0,1430,0,0,2,0,3,1,40,6,6,0,0,1,18,20,2,605,30,30,20,0,33,0,0,0,0,0,6,2009,8,4,187100
784,85,3,0.0,9101,20,20,3,0,0,0,11,2,2,0,6,5,6,1978,1978,1,1,9,10,1,104.0,30,40,2,40,30,30,60,1097,10,0,0,1097,1,50,10,4,1110,0,0,1110,1,0,1,0,1,1,40,4,6,1,30,1,41,30,2,602,30,30,20,303,30,0,0,0,0,0,7,2009,8,4,165500
785,75,4,35.0,6300,20,30,3,0,4,0,17,2,2,0,4,6,6,1914,2001,1,1,13,15,3,0.0,30,30,1,30,30,10,10,0,10,0,742,742,1,50,10,4,742,742,0,1484,0,0,2,0,3,1,30,9,6,1,40,6,0,0,0,0,0,0,20,0,291,134,0,0,0,0,6,2008,8,4,128000
786,20,3,0.0,9790,20,30,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,3,0.0,30,30,1,30,30,10,30,251,20,630,491,1372,1,30,10,4,1342,0,0,1342,0,0,2,0,3,1,30,7,6,1,40,1,52,10,2,457,30,30,20,0,0,0,0,197,0,0,9,2009,8,4,161500
787,50,4,60.0,10800,20,30,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,3,0.0,30,40,2,20,30,10,20,686,10,0,0,686,1,30,10,4,966,686,0,1652,1,0,2,0,4,1,30,7,6,0,0,5,58,10,1,416,30,30,20,0,0,196,0,0,0,1200,6,2010,8,4,139000
788,60,3,76.0,10142,20,20,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,3,0.0,40,30,2,40,30,10,60,656,10,0,300,956,1,50,10,4,956,1128,0,2084,1,0,2,1,4,1,40,8,6,0,0,3,15,20,2,618,30,30,20,0,45,0,0,0,0,0,1,2010,8,4,233000
789,20,4,50.0,6000,20,30,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,3,0.0,30,30,1,30,30,10,10,0,10,0,901,901,1,50,10,4,901,0,0,901,0,0,1,0,2,1,30,4,6,0,0,5,65,10,1,281,20,30,20,0,0,0,0,0,0,0,8,2008,8,4,107900
790,60,3,0.0,12205,20,20,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,1,157.0,30,30,1,30,20,40,20,568,10,0,264,832,1,40,10,4,976,1111,0,2087,0,0,2,1,5,1,40,9,6,0,0,1,53,30,2,444,30,30,20,133,168,0,0,0,0,0,7,2007,8,4,187500
791,120,3,43.0,3182,20,30,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,11.0,40,30,2,40,30,10,60,16,10,0,1129,1145,1,50,10,4,1145,0,0,1145,0,0,2,0,2,1,40,5,6,1,40,1,14,30,2,397,30,30,20,100,16,0,0,0,0,0,9,2009,8,4,160200
792,80,3,0.0,11333,20,20,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,3,0.0,30,30,2,40,30,30,50,539,10,0,490,1029,1,30,10,4,1062,0,0,1062,1,0,1,0,3,1,30,5,6,2,30,1,43,20,2,539,30,30,20,120,0,0,0,0,0,0,5,2007,8,4,146800
793,60,3,92.0,9920,20,20,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,3,0.0,40,30,2,40,30,30,60,862,10,0,255,1117,1,50,10,4,1127,886,0,2013,1,0,2,1,3,1,30,8,6,1,30,1,22,10,2,455,30,30,20,180,130,0,0,0,0,0,6,2007,8,4,269790
794,20,3,76.0,9158,20,30,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,4,140.0,40,30,2,40,30,30,10,0,10,0,1496,1496,1,50,10,4,1496,0,0,1496,0,0,2,0,3,1,40,7,6,0,0,1,12,30,2,474,30,30,20,168,130,0,0,0,0,0,6,2007,6,5,225000
795,60,3,0.0,10832,20,20,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,1,8,8,3,0.0,40,30,2,40,30,10,10,0,10,0,712,712,1,50,10,4,1086,809,0,1895,0,0,2,1,3,1,40,7,6,1,30,1,25,30,2,409,30,30,20,143,46,0,0,0,0,500,10,2008,8,4,194500
796,60,3,70.0,8400,20,30,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,1,130.0,30,30,1,40,30,10,10,0,10,0,650,650,1,30,10,4,888,676,0,1564,0,0,2,1,3,1,30,7,6,1,30,1,39,10,2,476,30,30,20,0,50,0,0,204,0,0,4,2010,8,4,171000
797,20,3,71.0,8197,20,30,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,1,148.0,30,30,1,30,30,10,10,0,10,0,660,660,1,50,10,4,1285,0,0,1285,0,0,1,1,3,1,30,7,6,1,30,1,42,20,2,528,30,30,20,138,0,0,0,0,0,0,4,2007,8,4,143500
798,20,3,57.0,7677,20,30,3,0,4,0,12,2,2,0,2,5,5,1953,1953,1,1,12,13,3,0.0,30,30,1,30,30,10,40,570,10,0,203,773,1,40,10,4,773,0,0,773,0,0,1,0,2,1,30,4,6,0,0,1,66,10,1,240,30,30,20,0,0,0,0,0,0,0,4,2008,8,0,110000
799,60,3,104.0,13518,20,30,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,4,860.0,50,30,2,50,30,10,10,0,10,0,1926,1926,1,50,10,4,1966,1174,0,3140,0,0,3,1,4,1,50,11,6,2,40,3,10,30,3,820,30,30,20,144,78,0,0,0,0,0,7,2009,6,5,485000
800,50,3,60.0,7200,20,30,3,0,0,0,18,1,2,0,0,5,7,1937,1950,1,1,13,14,1,252.0,30,30,0,40,30,10,50,569,10,0,162,731,1,50,10,4,981,787,0,1768,1,0,1,1,3,1,40,7,6,2,30,5,80,10,1,240,30,30,20,0,0,264,0,0,0,0,6,2007,8,4,175000
801,60,3,79.0,12798,20,20,1,0,4,1,4,1,2,0,5,6,5,1997,1997,1,1,12,13,3,0.0,30,30,2,40,30,40,60,462,10,0,154,616,1,40,10,4,616,1072,0,1688,1,0,2,1,4,1,40,8,6,0,0,1,22,20,2,603,30,30,20,403,114,185,0,0,0,400,5,2008,8,4,200000
802,30,4,40.0,4800,20,30,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,3,0.0,30,30,1,30,30,10,20,197,10,0,999,1196,1,50,10,0,1196,0,0,1196,1,0,1,0,2,1,30,5,6,0,0,5,62,10,2,440,30,30,20,0,0,0,0,0,0,0,7,2007,8,4,109900
803,60,3,63.0,8199,20,30,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,1,14,15,3,0.0,40,30,2,40,30,30,60,648,10,0,80,728,1,50,10,4,728,728,0,1456,1,0,2,1,3,1,40,7,6,1,40,1,14,30,2,410,30,30,20,36,18,0,0,0,0,0,10,2008,8,4,189000
804,60,3,107.0,13891,20,30,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,4,424.0,50,30,2,50,30,40,10,0,10,0,1734,1734,1,50,10,4,1734,1088,0,2822,0,0,3,1,4,1,50,12,6,1,40,3,10,20,3,1020,30,30,20,52,170,0,0,192,0,0,1,2009,6,5,582933
805,20,3,75.0,9000,20,30,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,13,14,3,0.0,30,30,1,30,30,10,20,812,10,0,124,936,1,30,10,4,1128,0,0,1128,0,0,1,0,2,1,30,5,2,0,0,1,65,10,1,286,30,30,20,0,0,0,0,0,0,0,6,2006,8,3,118000
806,20,3,91.0,12274,20,20,3,0,2,0,21,2,2,0,2,7,5,2008,2008,1,1,12,13,4,256.0,40,30,2,40,30,10,10,0,10,0,1417,1417,1,50,10,4,1428,0,0,1428,0,0,2,0,3,1,50,6,6,0,0,1,11,20,2,554,30,30,20,0,60,0,0,0,0,0,7,2008,6,5,227680
807,80,3,75.0,9750,20,30,3,0,4,0,12,2,2,0,7,5,5,1967,1967,1,1,12,13,3,0.0,30,30,2,30,30,30,50,400,30,480,100,980,1,40,10,4,980,0,0,980,0,0,2,0,3,1,30,6,6,0,0,1,52,30,1,384,30,30,20,68,0,0,0,0,0,0,10,2006,8,4,135500
808,70,3,144.0,21384,20,30,3,0,4,0,3,2,2,0,5,5,6,1923,2004,1,1,13,14,3,0.0,30,30,1,30,30,40,60,1309,10,0,15,1324,1,50,10,4,1072,504,0,1576,2,0,1,1,3,1,40,6,6,1,30,1,96,20,2,528,30,30,20,0,312,0,0,0,0,0,5,2009,8,4,223500
809,80,3,85.0,13400,20,30,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,1,12,13,1,1047.0,30,30,1,30,30,30,50,516,40,128,380,1024,1,30,10,4,1086,0,0,1086,1,0,1,0,3,1,30,6,6,1,40,1,53,20,2,484,30,30,20,0,0,0,0,0,0,0,6,2006,8,4,159950
810,75,4,90.0,8100,20,30,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,3,0.0,30,30,2,30,30,10,10,0,10,0,849,849,1,30,0,0,1075,1063,0,2138,0,0,2,0,2,3,30,11,6,0,0,5,109,10,2,360,20,10,0,40,156,0,0,0,0,0,11,2009,8,4,106000
811,20,3,78.0,10140,20,30,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,1,99.0,30,30,1,30,30,10,50,663,20,377,0,1040,1,20,10,4,1309,0,0,1309,1,0,1,1,3,1,40,5,6,1,20,1,45,20,2,484,30,30,20,265,0,0,0,0,648,0,1,2006,8,4,181000
812,120,4,0.0,4438,20,30,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,169.0,40,30,2,40,30,40,60,662,10,0,186,848,1,50,10,4,848,0,0,848,1,0,1,0,1,1,40,4,6,1,40,1,15,30,2,420,30,30,20,140,0,0,0,0,0,0,6,2008,3,4,144500
813,20,0,66.0,8712,10,30,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,13,14,3,0.0,20,30,1,30,30,30,10,0,10,0,540,540,1,30,0,0,1044,0,0,1044,0,0,1,0,2,1,20,4,6,0,0,2,67,10,2,504,30,30,0,0,0,0,0,0,0,54,6,2010,8,2,55993
814,20,3,75.0,9750,20,30,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,1,243.0,30,30,1,30,30,10,30,608,10,0,834,1442,1,40,10,4,1442,0,0,1442,0,0,1,1,4,1,30,7,6,0,0,1,61,20,1,301,30,30,20,0,0,275,0,0,0,500,4,2007,0,4,157900
815,50,3,45.0,8248,20,30,3,0,4,0,7,2,2,0,0,5,7,1918,1950,1,1,11,12,3,0.0,30,30,0,30,30,10,10,0,10,0,686,686,2,40,10,4,686,564,0,1250,0,1,1,1,3,1,20,7,6,0,0,5,64,10,1,280,30,30,10,207,0,96,0,0,0,0,7,2006,8,4,116000
816,20,3,48.0,12137,20,10,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,1,12,13,1,442.0,30,30,2,40,30,10,10,0,10,0,1649,1649,1,50,10,4,1661,0,0,1661,0,0,2,0,3,1,40,6,6,0,0,1,21,20,2,598,30,30,20,0,34,0,0,0,0,0,5,2010,8,4,224900
817,20,3,0.0,11425,20,20,3,0,0,0,12,2,2,0,2,5,6,1954,1954,1,1,3,3,3,0.0,30,30,1,30,30,10,40,486,10,0,522,1008,1,40,10,4,1008,0,0,1008,0,0,1,0,2,1,30,4,6,1,40,1,65,20,1,275,30,30,20,0,0,120,0,0,0,0,7,2006,8,4,137000
818,20,3,0.0,13265,20,20,3,0,1,0,11,2,2,0,2,8,5,2002,2002,3,1,5,5,1,148.0,40,30,2,40,30,10,60,1218,10,0,350,1568,1,50,10,4,1689,0,0,1689,1,0,2,0,3,1,40,7,6,2,40,1,17,20,3,857,30,30,20,150,59,0,0,0,0,0,7,2008,8,4,271000
819,80,3,80.0,8816,20,30,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,1,6,6,1,80.0,30,30,1,30,30,30,60,504,10,0,506,1010,1,40,10,4,1052,0,0,1052,1,0,1,0,3,1,30,6,6,0,0,1,48,10,2,440,30,30,20,0,0,0,0,0,0,0,6,2010,8,4,155000
820,120,3,44.0,6371,20,20,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,1,12,13,4,128.0,40,30,2,40,30,20,60,733,10,0,625,1358,1,50,10,4,1358,0,0,1358,1,0,2,0,2,1,40,6,6,1,40,1,9,20,2,484,30,30,20,192,35,0,0,0,0,0,6,2010,6,5,224000
821,60,3,72.0,7226,20,20,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,3,0.0,40,30,2,40,30,10,10,0,10,0,798,798,1,50,10,4,798,842,0,1640,0,0,2,1,3,1,40,6,6,0,0,1,16,20,2,595,30,30,20,0,45,0,0,0,0,0,6,2008,8,4,183000
822,20,4,60.0,6000,20,30,0,0,4,1,17,2,2,1,2,4,4,1953,1953,1,1,8,8,3,0.0,20,30,1,20,30,10,10,0,10,0,936,936,1,30,0,4,936,0,0,936,0,0,1,0,2,1,30,4,3,0,0,5,45,10,2,576,30,30,20,0,32,112,0,0,0,0,2,2009,8,4,93000
823,60,3,0.0,12394,20,20,3,0,0,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,3,0.0,40,30,2,40,30,40,10,0,10,0,847,847,1,50,10,4,847,886,0,1733,0,0,2,1,3,1,40,7,6,1,40,3,16,30,2,433,30,30,20,100,48,0,0,0,0,0,10,2007,8,3,225000
824,50,3,60.0,9900,20,30,3,0,4,0,18,2,2,0,0,6,7,1940,1950,1,1,12,13,3,0.0,30,30,0,30,30,10,10,0,10,0,778,778,1,30,10,4,944,545,0,1489,0,0,2,0,3,1,30,7,6,1,40,5,79,10,1,240,30,30,20,335,0,0,0,0,0,0,7,2009,8,4,139500
825,20,1,81.0,11216,20,30,3,0,4,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,3,0.0,40,30,2,40,40,10,10,0,10,0,1489,1489,1,50,10,4,1489,0,0,1489,0,0,2,0,3,1,40,7,6,1,40,1,13,20,2,776,30,30,20,0,140,0,0,0,0,0,6,2006,6,5,232600
826,20,3,114.0,14803,20,30,3,0,4,0,16,4,4,0,2,10,5,2007,2008,3,1,5,5,1,816.0,50,30,2,50,30,30,60,1636,10,0,442,2078,1,50,10,4,2084,0,0,2084,1,0,2,0,2,1,50,7,6,1,40,1,12,30,3,1220,30,30,20,188,45,0,0,0,0,0,6,2008,6,5,385000
827,45,4,50.0,6130,20,30,3,0,4,0,3,2,2,0,1,5,6,1924,1950,1,1,8,8,3,0.0,30,30,0,30,30,10,50,784,10,0,0,784,1,40,10,4,784,0,0,784,1,0,1,0,2,1,40,5,6,0,0,6,0,0,0,0,0,0,20,0,0,116,0,0,0,0,5,2008,8,4,109500
828,20,3,65.0,8529,20,20,3,0,4,0,20,2,2,0,2,7,5,2001,2001,1,1,12,13,3,0.0,40,30,2,40,30,10,60,20,10,0,1434,1454,1,50,10,4,1434,0,0,1434,0,0,2,0,3,1,40,6,6,1,30,1,18,20,2,527,30,30,20,290,39,0,0,0,0,0,4,2009,8,4,189000
829,60,3,0.0,28698,20,10,2,0,1,2,4,2,2,0,5,5,5,1967,1967,0,5,9,10,3,0.0,30,30,2,30,40,40,20,249,50,764,0,1013,1,30,10,4,1160,966,0,2126,0,1,2,1,3,1,30,7,3,0,0,1,52,30,2,538,30,30,20,486,0,0,0,225,0,0,6,2009,8,0,185000
830,160,1,24.0,2544,20,30,3,0,4,0,21,2,2,3,5,7,5,2005,2005,1,1,8,8,3,0.0,40,30,2,40,30,10,10,0,10,0,600,600,1,50,10,4,520,623,80,1223,0,0,2,1,2,1,40,4,6,0,0,5,14,20,2,480,30,30,20,0,166,0,0,0,0,0,7,2006,8,4,147400
831,20,3,80.0,11900,20,20,3,0,0,0,12,2,2,0,2,6,5,1957,1957,1,1,6,6,1,387.0,30,30,1,30,30,10,30,1040,10,0,352,1392,1,30,10,0,1392,0,0,1392,1,0,1,1,3,1,30,6,6,2,40,1,62,20,2,458,30,30,20,0,0,0,0,192,0,0,6,2008,8,4,166000
832,160,1,30.0,3180,20,30,3,0,4,0,21,2,2,4,5,7,5,2005,2005,1,1,8,8,3,0.0,30,30,2,40,30,10,10,0,10,0,600,600,1,50,10,4,520,600,80,1200,0,0,2,1,2,1,40,4,6,0,0,5,14,20,2,480,30,30,20,0,166,0,0,0,0,0,6,2006,8,4,151000
833,60,3,44.0,9548,20,20,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,1,12,13,1,223.0,40,30,2,40,30,10,60,483,10,0,458,941,1,50,10,4,941,888,0,1829,1,0,2,1,3,1,40,7,6,1,30,1,16,20,2,613,30,30,20,192,39,0,0,0,0,0,1,2010,8,4,237000
834,20,3,100.0,10004,20,30,3,0,4,0,12,2,2,0,2,6,6,1964,1964,1,1,6,10,1,180.0,30,30,1,30,30,10,30,196,40,345,975,1516,1,30,10,4,1516,0,0,1516,0,0,1,1,3,1,30,6,6,0,0,1,55,20,2,472,30,30,20,0,0,0,0,152,0,0,2,2009,8,4,167000
835,20,3,75.0,7875,20,30,3,0,4,0,12,2,2,0,2,5,6,1961,1961,1,1,12,13,1,136.0,30,30,1,30,30,10,30,572,10,0,572,1144,1,40,10,4,1144,0,0,1144,1,0,1,0,3,1,30,6,6,0,0,1,58,10,2,456,30,30,20,0,0,0,0,0,0,0,9,2008,8,4,139950
836,20,3,60.0,9600,20,30,3,0,4,0,19,2,2,0,2,4,7,1950,1995,1,1,12,6,3,0.0,30,30,1,40,30,10,40,442,10,0,625,1067,1,30,10,4,1067,0,0,1067,0,0,2,0,2,1,40,4,3,0,0,1,23,10,2,436,30,30,20,290,0,0,0,0,0,0,2,2010,8,4,128000
837,30,4,90.0,8100,20,30,3,0,4,0,17,2,2,0,2,5,6,1948,1973,1,1,12,13,3,0.0,30,30,0,30,30,10,30,338,10,0,1221,1559,1,40,10,4,1559,0,0,1559,1,0,1,0,2,1,30,5,3,0,0,5,71,10,2,812,30,30,20,0,116,230,0,0,0,0,6,2007,0,4,153500
838,160,4,21.0,1680,20,30,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,158.0,30,30,1,30,30,10,40,330,10,0,153,483,1,30,10,4,483,504,0,987,1,0,1,1,2,1,30,5,6,0,0,5,46,10,1,264,30,30,20,0,0,0,0,0,0,0,11,2008,8,4,100000
839,20,3,75.0,9525,20,30,3,0,4,0,5,2,2,0,2,5,6,1995,2006,1,1,12,13,3,0.0,30,30,2,40,30,10,10,0,10,0,1099,1099,1,50,10,4,1099,0,0,1099,0,0,1,1,3,1,40,6,6,0,0,1,20,10,1,352,30,30,20,278,0,0,0,0,0,0,6,2008,8,4,144000
840,50,3,70.0,11767,20,30,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,3,0.0,30,30,1,30,30,10,40,352,10,0,416,768,1,50,10,4,768,432,0,1200,0,0,1,0,3,1,30,6,6,0,0,5,73,10,1,240,30,30,20,0,0,0,0,0,0,0,5,2008,8,4,130500
841,70,2,0.0,12155,20,20,3,0,4,0,18,2,2,0,5,6,8,1925,1950,1,1,13,14,3,0.0,30,30,0,30,30,10,40,156,10,0,516,672,1,30,0,4,810,672,0,1482,0,0,2,0,4,1,20,7,6,0,0,5,85,10,1,400,30,30,10,0,0,254,0,0,0,0,3,2008,8,4,140000
842,70,4,60.0,10440,20,30,3,0,4,0,17,2,2,0,5,5,8,1904,2002,1,1,8,8,3,0.0,30,30,2,30,30,10,10,0,10,0,650,650,1,40,10,4,958,581,0,1539,0,0,2,0,3,1,40,8,6,1,10,5,36,10,2,686,40,30,10,70,78,68,0,0,0,0,6,2008,8,4,157500
843,80,3,82.0,9020,20,30,3,0,4,0,12,2,2,0,7,6,7,1966,1966,1,1,6,6,1,183.0,30,30,1,30,30,40,30,312,50,539,276,1127,1,30,10,4,1165,0,0,1165,1,0,1,1,3,1,30,6,6,0,0,1,53,20,2,490,40,40,20,0,129,0,0,0,0,0,5,2008,8,4,174900
844,90,3,80.0,8000,20,30,3,0,0,0,12,0,2,2,2,5,4,1961,1961,1,1,3,3,3,0.0,30,30,1,30,30,10,10,0,10,0,1800,1800,1,50,0,4,1800,0,0,1800,0,0,2,0,6,2,30,10,6,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,2007,8,4,141000
845,50,4,100.0,12665,20,20,3,0,4,0,17,0,2,0,0,5,8,1915,1950,1,1,13,14,3,0.0,30,30,0,30,30,20,10,0,10,0,876,876,1,40,10,4,876,540,0,1416,0,0,1,1,4,1,30,7,6,1,40,5,70,10,3,720,30,30,20,418,0,194,0,0,0,0,6,2008,8,4,153900
846,85,3,0.0,16647,20,20,3,0,1,0,19,5,2,0,6,5,5,1975,1981,1,1,6,6,3,0.0,30,30,1,40,30,40,50,1390,10,0,0,1390,1,30,10,4,1701,0,0,1701,1,0,2,0,3,1,30,6,3,2,30,2,44,30,2,611,30,30,20,0,0,0,0,0,0,0,1,2007,8,4,171000
